index;wform;noise;wform_noisy;y_filtfilt;y_filter
200;-0.0691154689;-0.1116208758;-0.1807363447;-0.0567840738;-0.3124173310
201;-0.0063705713;0.0635274135;0.0571568422;-0.0122019552;-0.2736346902
202;0.0563994426;-0.0601412126;-0.0037417700;0.0424135448;-0.1978201435
203;0.1189470992;0.0551184712;0.1740655704;0.1095863113;-0.1014969881
204;0.1810258017;-0.1099840455;0.0710417562;0.1545210467;-0.0132759595
205;0.2423908019;0.0085990593;0.2509898612;0.1625844057;0.0389114743
206;0.3028001657;-0.2004563322;0.1023438336;0.1810989807;0.0669193912
207;0.3620157266;-0.0493087918;0.3127069348;0.2728777985;0.1073940018
208;0.4198040245;0.0462048012;0.4660088257;0.4281035345;0.1641592844
209;0.4759372266;-0.0321004692;0.4438367574;0.5525936818;0.2090865330
210;0.5301940252;0.1236555652;0.6538495904;0.5660004518;0.2436608815
211;0.5823605105;-0.0631279657;0.5192325449;0.5000851758;0.3126469792
212;0.6322310139;-0.2325211129;0.3997099010;0.4731000691;0.4352880419
213;0.6796089187;-0.1231636533;0.5564452654;0.5624609128;0.5561015666
214;0.7243074354;0.1055648388;0.8298722742;0.7233940766;0.5971055982
215;0.7661503382;-0.0113223989;0.7548279392;0.8443647192;0.5521107514
216;0.8049726595;0.0379223623;0.8428950218;0.8650627528;0.5088963783
217;0.8406213407;0.0944199727;0.9350413134;0.8206444895;0.5669445259
218;0.8729558353;-0.2120426688;0.6609131665;0.7823790926;0.7273443146
219;0.9018486630;-0.0644678916;0.8373807715;0.7860700401;0.8776303498
220;0.9271859127;-0.0704301728;0.8567557399;0.8259768623;0.9090972413
221;0.9488676912;-0.1018137216;0.8470539695;0.8900008262;0.8354016659
222;0.9668085170;-0.0182081868;0.9486003302;0.9709568539;0.7654182019
223;0.9809376577;0.1521013239;1.1330389820;1.0471024450;0.7766816019
224;0.9911994084;-0.0038438764;0.9873555321;1.0800997940;0.8528167277
225;0.9975533119;0.1227447989;1.1202981110;1.0504081810;0.9361663634
226;0.9999743176;-0.0696204800;0.9303538376;0.9873697013;0.9997101270
227;0.9984528805;0.0007524487;0.9992053291;0.9477007232;1.0480267560
228;0.9929949989;-0.0782893044;0.9147056945;0.9591252824;1.0733504880
229;0.9836221909;0.0586938559;1.0423160470;0.9934246117;1.0523537320
230;0.9703714091;-0.0251207375;0.9452506716;1.0025974270;0.9915866665
231;0.9532948953;0.0480135823;1.0013084780;0.9766508505;0.9412722297
232;0.9324599744;0.0668155034;0.9992754779;0.9527272682;0.9431275213
233;0.9079487890;-0.0078321196;0.9001166694;0.9634074978;0.9817144496
234;0.8798579756;0.0889172618;0.9687752375;0.9898752424;1.0064750990
235;0.8482982834;0.2309287486;1.0792270320;0.9816462298;0.9925821145
236;0.8133941378;0.0524638680;0.8658580058;0.9175805517;0.9621054302
237;0.7752831501;-0.0011787324;0.7741044177;0.8277029604;0.9493349145
238;0.7341155744;0.0913140818;0.8254296562;0.7502943118;0.9594780226
239;0.6900537158;0.0055940679;0.6956477836;0.6880405404;0.9596573676
240;0.6432712900;-0.1107069895;0.5325643005;0.6231211367;0.9087268275
241;0.5939527388;0.0485497707;0.6425025095;0.5610892235;0.8059015786
242;0.5422925028;-0.0005005074;0.5417919954;0.5310260772;0.7006480715
243;0.4884942548;-0.0276217859;0.4608724688;0.5375322388;0.6359755229
244;0.4327700966;0.1276452474;0.5604153440;0.5367575450;0.6011273569
245;0.3753397233;0.1863400613;0.5616797847;0.4785860081;0.5641424668
246;0.3164295567;-0.0522559302;0.2641736265;0.3629166470;0.5246478009
247;0.2562718525;0.0103424447;0.2666142972;0.2368467763;0.5029967607
248;0.1951037853;-0.0807649131;0.1143388722;0.1405796757;0.4922207006
249;0.1331665129;0.0680438584;0.2012103713;0.0748857836;0.4486279717
250;0.0707042256;-0.2364589848;-0.1657547592;0.0236749691;0.3394630797
251;0.0079631838;0.0990114872;0.1069746710;-0.0135317381;0.1934046554
252;-0.0548092532;0.0218899121;-0.0329193411;-0.0299509293;0.0805334843
253;-0.1173656023;0.0261662460;-0.0911993563;-0.0440059143;0.0324455595
254;-0.1794592324;0.1213444495;-0.0581147829;-0.0992958798;0.0132146584
255;-0.2408453366;-0.0274666987;-0.2683120352;-0.2189740258;-0.0169974537
256;-0.3012818974;-0.0133134451;-0.3145953424;-0.3692676464;-0.0542895926
257;-0.3605306410;-0.1270500204;-0.4875806614;-0.4852626908;-0.0898928001
258;-0.4183579768;-0.1663606453;-0.5847186220;-0.5354828841;-0.1497940546
259;-0.4745359178;-0.0703554262;-0.5448913439;-0.5483169472;-0.2604980805
260;-0.5288429800;0.0280880489;-0.5007549312;-0.5702265209;-0.4019110684
261;-0.5810650556;-0.0541209330;-0.6351859886;-0.6140353109;-0.5208662498
262;-0.6309962566;-0.1333530730;-0.7643493295;-0.6614466473;-0.5798041984
263;-0.6784397270;0.1072686268;-0.5711711002;-0.7010247740;-0.5846273248
264;-0.7232084190;-0.0712085453;-0.7944169642;-0.7387764094;-0.5792398043
265;-0.7651258300;-0.0011285561;-0.7662543861;-0.7758199086;-0.6103701594
266;-0.8040266987;-0.0000817000;-0.8041084016;-0.8038188293;-0.6795055636
267;-0.8397576567;-0.0249436285;-0.8647012852;-0.8293288087;-0.7405176216
268;-0.8721778332;0.0396575319;-0.8325203014;-0.8771468411;-0.7636083067
269;-0.9011594103;-0.0264013355;-0.9275607458;-0.9533682064;-0.7762577706
270;-0.9265881267;-0.1664010877;-1.0929892140;-1.0234323100;-0.8150241446
271;-0.9483637286;-0.1028975100;-1.0512612390;-1.0482438360;-0.8705182865
272;-0.9664003648;0.0243094700;-0.9420908947;-1.0336304810;-0.9164349898
273;-0.9806269250;-0.1256590108;-1.1062859360;-1.0239902910;-0.9606182347
274;-0.9909873203;-0.0347183190;-1.0257056390;-1.0490006190;-1.0198150090
275;-0.9974407046;-0.0941372193;-1.0915779240;-1.0930168070;-1.0676065460
276;-0.9999616350;-0.1174560281;-1.1174176630;-1.1174406520;-1.0651308460
277;-0.9985401726;-0.1021141687;-1.1006543410;-1.0985729940;-1.0336567200
278;-0.9931819217;-0.0401666735;-1.0333485950;-1.0415179110;-1.0364316610
279;-0.9839080073;0.0173665669;-0.9665414404;-0.9725489738;-1.0857589560
280;-0.9707549923;-0.0116118493;-0.9823668416;-0.9255725734;-1.1217375870
281;-0.9537747329;0.1064119149;-0.8473628180;-0.9230271367;-1.0933642010
282;-0.9330341748;-0.0245386297;-0.9575728045;-0.9547943735;-1.0187637680
283;-0.9086150883;-0.1517539131;-1.0603690010;-0.9773561446;-0.9517809350
284;-0.8806137469;0.0009734159;-0.8796403310;-0.9461695045;-0.9213385537
285;-0.8491405470;0.0071372865;-0.8420032605;-0.8568366638;-0.9225388625
286;-0.8143195731;0.0316535814;-0.7826659917;-0.7533908795;-0.9410978324
287;-0.7762881084;0.0499825668;-0.7263055417;-0.6904294133;-0.9547064823
288;-0.7351960938;0.1278084147;-0.6073876791;-0.6821220528;-0.9264241262
289;-0.6912055361;-0.0547816147;-0.7459871508;-0.6890791599;-0.8385814329
290;-0.6444898702;0.0260808399;-0.6184090303;-0.6602270941;-0.7303567362
291;-0.5952332747;-0.0013176672;-0.5965509419;-0.5865207008;-0.6643526387
292;-0.5436299457;-0.0580264002;-0.6016563459;-0.5046166162;-0.6557330165
293;-0.4898833318;0.2136308423;-0.2762524895;-0.4476926284;-0.6623165715
294;-0.4342053312;-0.0257617116;-0.4599670428;-0.4091243633;-0.6386583137
295;-0.3768154571;-0.1409528489;-0.5177683060;-0.3636482834;-0.5741364525
296;-0.3179399714;0.1770100893;-0.1409298821;-0.3057229941;-0.4866606275
297;-0.2578109934;0.0325545985;-0.2252563949;-0.2460390691;-0.4071056340
298;-0.1966655842;-0.1119039575;-0.3085695417;-0.1830194429;-0.3617291849
299;-0.1347448122;0.0620350139;-0.0727097983;-0.1075622648;-0.3406111463
300;-0.0722928030;0.1269781847;0.0546853818;-0.0338270562;-0.2980334683
301;-0.0095557761;-0.0896042506;-0.0991600268;0.0083057153;-0.2145902775
302;0.0532189248;0.0135175445;0.0667364693;0.0229978967;-0.1287599430
303;0.1157838078;-0.0139040010;0.1018798068;0.0606267682;-0.0739306729
304;0.1778922080;-0.1163395294;0.0615526786;0.1560837421;-0.0306864965
305;0.2392992603;0.1183719540;0.3576712143;0.2744832547;0.0239120063
306;0.2997628648;-0.0015429662;0.2982198986;0.3490713629;0.0752625592
307;0.3590446410;0.0536218695;0.4126665104;0.3653956663;0.1153323172
308;0.4169108678;-0.0716428624;0.3452680055;0.3757740710;0.1757271605
309;0.4731334053;-0.0655559390;0.4075774663;0.4290588685;0.2768686451
310;0.5274905934;0.0314362763;0.5589268698;0.5201153229;0.3786075203
311;0.5797681267;0.0106814076;0.5904495343;0.6204471121;0.4233827438
312;0.6297598986;0.1848216218;0.8145815204;0.7215342321;0.4185217410
313;0.6772688144;-0.0275105675;0.6497582469;0.8159617408;0.4388595848
314;0.7221075681;0.2212554079;0.9433629760;0.8625472583;0.5374051683
315;0.7640993810;0.1508525756;0.9149519566;0.8213157503;0.6792777850
316;0.8030786983;-0.1945078600;0.6085708384;0.7263038080;0.7857367564
317;0.8388918426;-0.1680542778;0.6708375649;0.6794011152;0.8258688853
318;0.8713976189;-0.0573534134;0.8140442055;0.7469529819;0.8285424639
319;0.9004678717;-0.0185816527;0.8818862189;0.8836269406;0.8116495090
320;0.9259879902;0.0008934116;0.9268814018;0.9812317445;0.7625660949
321;0.9478573604;0.0836949891;1.0315523490;0.9821966158;0.7104823363
322;0.9659897612;-0.0722270672;0.8937626939;0.9272542698;0.7401587821
323;0.9803137048;-0.0721490477;0.9081646571;0.8993878625;0.8747745993
324;0.9907727186;-0.0201181000;0.9706546186;0.9397709168;1.0080423850
325;0.9973255672;-0.0020464161;0.9952791511;1.0181256790;1.0241200050
326;0.9999464160;0.0278890000;1.0278354160;1.0698690180;0.9445203574
327;0.9986249319;0.1058294814;1.1044544130;1.0564965840;0.8923683090
328;0.9933663251;0.0621673282;1.0555336530;0.9975929186;0.9360318959
329;0.9841913279;-0.1750615288;0.8091297991;0.9504968220;1.0256067940
330;0.9711361130;0.0697347552;1.0408708680;0.9575213194;1.0757662140
331;0.9542521513;0.0811485863;1.0354007380;1.0083056020;1.0578857750
332;0.9336060085;0.0636344948;0.9972405032;1.0484794060;1.0015259140
333;0.9092790828;0.1310080341;1.0402871170;1.0236674930;0.9527779745
334;0.8813672844;0.0327097516;0.9140770360;0.9234286956;0.9494381114
335;0.8499806567;-0.0672993164;0.7826813403;0.7935623961;0.9948071644
336;0.8152429428;-0.0149327500;0.8003101928;0.7030623709;1.0359673010
337;0.7772910977;-0.2449017754;0.5323893223;0.6844369202;1.0040278650
338;0.7362747483;0.0473285612;0.7836033095;0.7016210025;0.8915766887
339;0.6923556032;0.0116945657;0.7040501689;0.6870321487;0.7624278212
340;0.6457068157;-0.0591103839;0.5865964319;0.6143532130;0.6806079732
341;0.5965123007;-0.0654707675;0.5310415332;0.5234243351;0.6577110042
342;0.5449660097;-0.1080661851;0.4368998246;0.4683831084;0.6652851621
343;0.4912711662;-0.0047730865;0.4864980797;0.4553997386;0.6620337488
344;0.4356394645;0.0379344537;0.4735739182;0.4424677420;0.6120039676
345;0.3782902350;-0.0330361046;0.3452541304;0.3899393423;0.5172857760
346;0.3194495797;-0.0499898251;0.2694597545;0.2984399861;0.4328444496
347;0.2593494803;-0.0035978608;0.2557516195;0.2038613395;0.4082884674
348;0.1982268841;-0.0174760331;0.1807508510;0.1462290595;0.4153160478
349;0.1363227698;-0.0957265079;0.0405962619;0.1362110889;0.3771677246
350;0.0738811969;0.1292547900;0.2031359869;0.1396113355;0.2738831877
351;0.0111483442;0.0440909643;0.0552393085;0.1013417283;0.1697026855
352;-0.0516284614;0.1280940943;0.0764656329;-0.0002555956;0.1231974448
353;-0.1142017195;-0.0497729805;-0.1639747000;-0.1257004987;0.1187161711
354;-0.1763247323;-0.1118716638;-0.2881963960;-0.2149896796;0.1056366147
